From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9BR39	Q9BR39	reviewed	JPH2_HUMAN	Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)]	JPH2 JP2	Homo sapiens (Human)	696
Q15785	Q15785	reviewed	TOM34_HUMAN	Mitochondrial import receptor subunit TOM34 (hTom34) (Translocase of outer membrane 34 kDa subunit)	TOMM34 URCC3	Homo sapiens (Human)	309
B4DXU3	B4DXU3	unreviewed	B4DXU3_HUMAN	cDNA FLJ54989, highly similar to Mitochondrial import receptor subunit TOM34		Homo sapiens (Human)	268
P19957	P19957	reviewed	ELAF_HUMAN	Elafin (Elastase-specific inhibitor) (ESI) (Peptidase inhibitor 3) (PI-3) (Protease inhibitor WAP3) (Skin-derived antileukoproteinase) (SKALP) (WAP four-disulfide core domain protein 14)	PI3 WAP3 WFDC14	Homo sapiens (Human)	117
P04279	P04279	reviewed	SEMG1_HUMAN	Semenogelin-1 (Cancer/testis antigen 103) (Semenogelin I) (SGI) [Cleaved into: Alpha-inhibin-92; Alpha-inhibin-31; Seminal basic protein]	SEMG1 SEMG	Homo sapiens (Human)	462
Q02383	Q02383	reviewed	SEMG2_HUMAN	Semenogelin-2 (Semenogelin II) (SGII)	SEMG2	Homo sapiens (Human)	582
P14780	P14780	reviewed	MMP9_HUMAN	Matrix metalloproteinase-9 (MMP-9) (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (GELB) [Cleaved into: 67 kDa matrix metalloproteinase-9; 82 kDa matrix metalloproteinase-9]	MMP9 CLG4B	Homo sapiens (Human)	707
B7Z507	B7Z507	unreviewed	B7Z507_HUMAN	Matrix metalloproteinase-9 (EC 3.4.24.35) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B)		Homo sapiens (Human)	648
B7Z747	B7Z747	unreviewed	B7Z747_HUMAN	Matrix metalloproteinase-14 (EC 3.4.24.35) (EC 3.4.24.80) (92 kDa gelatinase) (92 kDa type IV collagenase) (Gelatinase B) (Matrix metalloproteinase-9)		Homo sapiens (Human)	594
P25942	P25942	reviewed	TNR5_HUMAN	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CDw40) (CD antigen CD40)	CD40 TNFRSF5	Homo sapiens (Human)	277
A0A087X1D0	A0A087X1D0	unreviewed	A0A087X1D0_HUMAN	CD40 antigen (TNF receptor superfamily member 5), isoform CRA_c (CD40 molecule)	CD40 hCG_40016	Homo sapiens (Human)	151
A0A0S2Z3C7	A0A0S2Z3C7	unreviewed	A0A0S2Z3C7_HUMAN	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (CD40L receptor)	CD40	Homo sapiens (Human)	277
Q13469	Q13469	reviewed	NFAC2_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)	NFATC2 NFAT1 NFATP	Homo sapiens (Human)	925
A3KFI9	A3KFI9	unreviewed	A3KFI9_HUMAN	Cleavage stimulation factor 50 kDa subunit	CSTF1	Homo sapiens (Human)	142
A0A0A0MSZ9	A0A0A0MSZ9	unreviewed	A0A0A0MSZ9_HUMAN	Cleavage stimulation factor 50 kDa subunit	CSTF1	Homo sapiens (Human)	345
Q05048	Q05048	reviewed	CSTF1_HUMAN	Cleavage stimulation factor subunit 1 (CF-1 50 kDa subunit) (Cleavage stimulation factor 50 kDa subunit) (CSTF 50 kDa subunit) (CstF-50)	CSTF1	Homo sapiens (Human)	431
P78406	P78406	reviewed	RAE1L_HUMAN	mRNA export factor RAE1 (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	Homo sapiens (Human)	368
B0QZ36	B0QZ36	unreviewed	B0QZ36_HUMAN	Rae1 protein homolog (mRNA-associated protein mrnp 41)	RAE1	Homo sapiens (Human)	137
E9PPG9	E9PPG9	unreviewed	E9PPG9_HUMAN	Rae1 protein homolog (mRNA-associated protein mrnp 41)	RAE1	Homo sapiens (Human)	217
E9PQ57	E9PQ57	unreviewed	E9PQ57_HUMAN	Rae1 protein homolog (mRNA-associated protein mrnp 41)	RAE1	Homo sapiens (Human)	437
Q9BZ19	Q9BZ19	reviewed	ANR60_HUMAN	Ankyrin repeat domain-containing protein 60	ANKRD60 C20orf86	Homo sapiens (Human)	345
Q9P1A2	Q9P1A2	reviewed	PP4RL_HUMAN	Putative serine/threonine-protein phosphatase 4 regulatory subunit 1-like	PPP4R1L C20orf192 PRO1085	Homo sapiens (Human)	415
Q96KR7	Q96KR7	reviewed	PHAR3_HUMAN	Phosphatase and actin regulator 3 (Scaffold-associated PP1-inhibiting protein) (Scapinin)	PHACTR3 C20orf101 SCAPIN1	Homo sapiens (Human)	559
B3KRI3	B3KRI3	unreviewed	B3KRI3_HUMAN	Phosphatase and actin regulator		Homo sapiens (Human)	559
A0A5F9ZHM5	A0A5F9ZHM5	unreviewed	A0A5F9ZHM5_HUMAN	Phosphatase and actin regulator	PHACTR3	Homo sapiens (Human)	128
Q9NZT2	Q9NZT2	reviewed	OGFR_HUMAN	Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor)	OGFR	Homo sapiens (Human)	677
Q96CA5	Q96CA5	reviewed	BIRC7_HUMAN	Baculoviral IAP repeat-containing protein 7 (EC 2.3.2.27) (Kidney inhibitor of apoptosis protein) (KIAP) (Livin) (Melanoma inhibitor of apoptosis protein) (ML-IAP) (RING finger protein 50) (RING-type E3 ubiquitin transferase BIRC7) [Cleaved into: Baculoviral IAP repeat-containing protein 7 30kDa subunit (Truncated livin) (p30-Livin) (tLivin)]	BIRC7 KIAP LIVIN MLIAP RNF50 UNQ5800/PRO19607/PRO21344	Homo sapiens (Human)	298
O95407	O95407	reviewed	TNF6B_HUMAN	Tumor necrosis factor receptor superfamily member 6B (Decoy receptor 3) (DcR3) (Decoy receptor for Fas ligand) (M68)	TNFRSF6B DCR3 TR6 UNQ186/PRO212	Homo sapiens (Human)	300
Q6EMV3	Q6EMV3	unreviewed	Q6EMV3_HUMAN	Decoy receptor 3 variant 2	TNFRSF6B	Homo sapiens (Human)	139
O94906	O94906	reviewed	PRP6_HUMAN	Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	PRPF6 C20orf14	Homo sapiens (Human)	941
Q15269	Q15269	reviewed	PWP2_HUMAN	Periodic tryptophan protein 2 homolog	PWP2 PWP2H	Homo sapiens (Human)	919
Q59FM2	Q59FM2	unreviewed	Q59FM2_HUMAN	PWP2 periodic tryptophan protein homolog		Homo sapiens (Human)	316
A0A087X1W7	A0A087X1W7	unreviewed	A0A087X1W7_HUMAN	POTE ankyrin domain family member D	POTED	Homo sapiens (Human)	381
Q86YR6	Q86YR6	reviewed	POTED_HUMAN	POTE ankyrin domain family member D (ANKRD26-like family B member 3) (Ankyrin repeat domain-containing protein 21) (Prostate, ovary, testis-expressed protein) (Protein POTE)	POTED A26B3 ANKRD21 POTE	Homo sapiens (Human)	584
O94822	O94822	reviewed	LTN1_HUMAN	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087	Homo sapiens (Human)	1766
Q3LI83	Q3LI83	reviewed	KR241_HUMAN	Keratin-associated protein 24-1	KRTAP24-1 KAP24.1	Homo sapiens (Human)	254
Q52LG2	Q52LG2	reviewed	KR132_HUMAN	Keratin-associated protein 13-2	KRTAP13-2 KAP13.2	Homo sapiens (Human)	175
Q8IUC0	Q8IUC0	reviewed	KR131_HUMAN	Keratin-associated protein 13-1 (High sulfur keratin-associated protein 13.1)	KRTAP13-1 KAP13.1 KRTAP13.1	Homo sapiens (Human)	172
Q3SY46	Q3SY46	reviewed	KR133_HUMAN	Keratin-associated protein 13-3	KRTAP13-3 KAP13.3	Homo sapiens (Human)	172
Q3LI77	Q3LI77	reviewed	KR134_HUMAN	Keratin-associated protein 13-4	KRTAP13-4 KAP13.4	Homo sapiens (Human)	160
Q8IUC1	Q8IUC1	reviewed	KR111_HUMAN	Keratin-associated protein 11-1 (High sulfur keratin-associated protein 11.1)	KRTAP11-1 KAP11.1 KRTAP11.1	Homo sapiens (Human)	163
O43426	O43426	reviewed	SYNJ1_HUMAN	Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)	SYNJ1 KIAA0910	Homo sapiens (Human)	1573
P18583	P18583	reviewed	SON_HUMAN	Protein SON (Bax antagonist selected in saccharomyces 1) (BASS1) (Negative regulatory element-binding protein) (NRE-binding protein) (Protein DBP-5) (SON3)	SON C21orf50 DBP5 KIAA1019 NREBP HSPC310 HSPC312	Homo sapiens (Human)	2426
Q96NY7	Q96NY7	reviewed	CLIC6_HUMAN	Chloride intracellular channel protein 6 (Glutaredoxin-like oxidoreductase CLIC6) (EC 1.8.-.-) (Parchorin)	CLIC6 CLIC1L	Homo sapiens (Human)	704
Q13112	Q13112	reviewed	CAF1B_HUMAN	Chromatin assembly factor 1 subunit B (CAF-1 subunit B) (Chromatin assembly factor I p60 subunit) (CAF-I 60 kDa subunit) (CAF-I p60) (M-phase phosphoprotein 7)	CHAF1B CAF1A CAF1P60 MPHOSPH7 MPP7	Homo sapiens (Human)	559
B2R7X3	B2R7X3	unreviewed	B2R7X3_HUMAN	cDNA, FLJ93645, highly similar to Homo sapiens chromatin assembly factor 1, subunit B (p60) (CHAF1B),mRNA		Homo sapiens (Human)	559
P53804	P53804	reviewed	TTC3_HUMAN	E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3)	TTC3 DCRR1 RNF105 TPRD	Homo sapiens (Human)	2025
A0A8Q3WLN3	A0A8Q3WLN3	unreviewed	A0A8Q3WLN3_HUMAN	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	TTC3	Homo sapiens (Human)	2043
Q9NSI6	Q9NSI6	reviewed	BRWD1_HUMAN	Bromodomain and WD repeat-containing protein 1 (WD repeat-containing protein 9)	BRWD1 C21orf107 WDR9	Homo sapiens (Human)	2320
H0Y463	H0Y463	unreviewed	H0Y463_HUMAN	Bromodomain and WD repeat domain containing 1	BRWD1	Homo sapiens (Human)	548
B7Z427	B7Z427	unreviewed	B7Z427_HUMAN	cDNA FLJ50981, highly similar to Receptor-interacting serine/threonine-protein kinase 4		Homo sapiens (Human)	476
P57078	P57078	reviewed	RIPK4_HUMAN	Receptor-interacting serine/threonine-protein kinase 4 (EC 2.7.11.1) (Ankyrin repeat domain-containing protein 3) (PKC-delta-interacting protein kinase)	RIPK4 ANKRD3 DIK	Homo sapiens (Human)	832
Q8WYR4	Q8WYR4	reviewed	RSPH1_HUMAN	Radial spoke head 1 homolog (Cancer/testis antigen 79) (CT79) (Male meiotic metaphase chromosome-associated acidic protein) (Meichroacidin) (Testis-specific gene A2 protein)	RSPH1 TSA2 TSGA2	Homo sapiens (Human)	309
P57081	P57081	reviewed	WDR4_HUMAN	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 (Protein Wuho homolog) (hWH) (WD repeat-containing protein 4)	WDR4	Homo sapiens (Human)	412
O43822	O43822	reviewed	CF410_HUMAN	Cilia- and flagella-associated protein 410 (C21orf-HUMF09G8.5) (Leucine-rich repeat-containing protein 76) (YF5/A2)	CFAP410 C21orf2 LRRC76	Homo sapiens (Human)	256
Q9BY71	Q9BY71	reviewed	LRRC3_HUMAN	Leucine-rich repeat-containing protein 3	LRRC3 C21orf102 LRRC3A UNQ9233/PRO31982	Homo sapiens (Human)	257
Q8WU66	Q8WU66	reviewed	TSEAR_HUMAN	Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR)	TSPEAR C21orf29	Homo sapiens (Human)	669
Q14C60	Q14C60	unreviewed	Q14C60_HUMAN	C21orf29 protein	C21orf29	Homo sapiens (Human)	522
P60331	P60331	reviewed	KR101_HUMAN	Keratin-associated protein 10-1 (High sulfur keratin-associated protein 10.1) (Keratin-associated protein 10.1) (Keratin-associated protein 18-1) (Keratin-associated protein 18.1)	KRTAP10-1 KAP10.1 KAP18-1 KRTAP10.1 KRTAP18-1 KRTAP18.1	Homo sapiens (Human)	282
P60368	P60368	reviewed	KR102_HUMAN	Keratin-associated protein 10-2 (High sulfur keratin-associated protein 10.2) (Keratin-associated protein 10.2) (Keratin-associated protein 18-2) (Keratin-associated protein 18.2)	KRTAP10-2 KAP10.2 KAP18-2 KRTAP10.2 KRTAP18-2 KRTAP18.2	Homo sapiens (Human)	255
P60369	P60369	reviewed	KR103_HUMAN	Keratin-associated protein 10-3 (High sulfur keratin-associated protein 10.3) (Keratin-associated protein 10.3) (Keratin-associated protein 18-3) (Keratin-associated protein 18.3)	KRTAP10-3 KAP10.3 KAP18-3 KRTAP10.3 KRTAP18-3 KRTAP18.3	Homo sapiens (Human)	221
P60372	P60372	reviewed	KR104_HUMAN	Keratin-associated protein 10-4 (High sulfur keratin-associated protein 10.4) (Keratin-associated protein 10.4) (Keratin-associated protein 18-4) (Keratin-associated protein 18.4)	KRTAP10-4 KAP10.4 KAP18-4 KRTAP10.4 KRTAP18-4 KRTAP18.4	Homo sapiens (Human)	401
P60370	P60370	reviewed	KR105_HUMAN	Keratin-associated protein 10-5 (High sulfur keratin-associated protein 10.5) (Keratin-associated protein 10.5) (Keratin-associated protein 18-5) (Keratin-associated protein 18.5)	KRTAP10-5 KAP10.5 KAP18-5 KRTAP10.5 KRTAP18-5 KRTAP18.5	Homo sapiens (Human)	271
P60371	P60371	reviewed	KR106_HUMAN	Keratin-associated protein 10-6 (High sulfur keratin-associated protein 10.6) (Keratin-associated protein 10.6) (Keratin-associated protein 18-6) (Keratin-associated protein 18.6)	KRTAP10-6 KAP10.6 KAP18-6 KRTAP10.6 KRTAP18-6 KRTAP18.6	Homo sapiens (Human)	365
P60409	P60409	reviewed	KR107_HUMAN	Keratin-associated protein 10-7 (High sulfur keratin-associated protein 10.7) (Keratin-associated protein 10.7) (Keratin-associated protein 18-7) (Keratin-associated protein 18.7)	KRTAP10-7 KAP10.7 KAP18-7 KRTAP10.7 KRTAP18-7 KRTAP18.7	Homo sapiens (Human)	370
P60410	P60410	reviewed	KR108_HUMAN	Keratin-associated protein 10-8 (High sulfur keratin-associated protein 10.8) (Keratin-associated protein 10.8) (Keratin-associated protein 18-8) (Keratin-associated protein 18.8)	KRTAP10-8 KAP10.8 KAP18-8 KRTAP10.8 KRTAP18-8 KRTAP18.8	Homo sapiens (Human)	259
P60411	P60411	reviewed	KR109_HUMAN	Keratin-associated protein 10-9 (High sulfur keratin-associated protein 10.9) (Keratin-associated protein 10.9) (Keratin-associated protein 18-9) (Keratin-associated protein 18.9)	KRTAP10-9 KAP10.9 KAP18-9 KRTAP10.9 KRTAP18-9 KRTAP18.9	Homo sapiens (Human)	292
P60014	P60014	reviewed	KR10A_HUMAN	Keratin-associated protein 10-10 (High sulfur keratin-associated protein 10.10) (Keratin-associated protein 10.10) (Keratin-associated protein 18-10) (Keratin-associated protein 18.10)	KRTAP10-10 KAP10.10 KAP18-10 KRTAP10.10 KRTAP18-1 KRTAP18.10	Homo sapiens (Human)	251
P60412	P60412	reviewed	KR10B_HUMAN	Keratin-associated protein 10-11 (High sulfur keratin-associated protein 10.11) (Keratin-associated protein 10.11) (Keratin-associated protein 18-11) (Keratin-associated protein 18.11)	KRTAP10-11 KAP10.11 KAP18-11 KRTAP10.11 KRTAP18-11 KRTAP18.11	Homo sapiens (Human)	298
P60329	P60329	reviewed	KR124_HUMAN	Keratin-associated protein 12-4 (High sulfur keratin-associated protein 12.4) (Keratin-associated protein 12.4)	KRTAP12-4 KAP12.4 KRTAP12.4	Homo sapiens (Human)	112
P60328	P60328	reviewed	KR123_HUMAN	Keratin-associated protein 12-3 (High sulfur keratin-associated protein 12.3) (Keratin-associated protein 12.3)	KRTAP12-3 KAP12.3 KRTAP12.3	Homo sapiens (Human)	96
P59991	P59991	reviewed	KR122_HUMAN	Keratin-associated protein 12-2 (High sulfur keratin-associated protein 12.2) (Keratin-associated protein 12.2)	KRTAP12-2 KAP12.2 KRTAP12.2	Homo sapiens (Human)	146
P59990	P59990	reviewed	KR121_HUMAN	Keratin-associated protein 12-1 (High sulfur keratin-associated protein 12.1) (Keratin-associated protein 12.1)	KRTAP12-1 KAP12.1 KRTAP12.1	Homo sapiens (Human)	96
P60413	P60413	reviewed	KR10C_HUMAN	Keratin-associated protein 10-12 (High sulfur keratin-associated protein 10.12) (Keratin-associated protein 10.12) (Keratin-associated protein 18-12) (Keratin-associated protein 18.12)	KRTAP10-12 KAP10.12 KAP18-12 KRTAP10.12 KRTAP18-12 KRTAP18.12	Homo sapiens (Human)	245
P48449	P48449	reviewed	LSS_HUMAN	Lanosterol synthase (EC 5.4.99.7) (2,3-epoxysqualene--lanosterol cyclase) (Oxidosqualene--lanosterol cyclase) (OSC) (hOSC)	LSS OSC	Homo sapiens (Human)	732
Q6S545	Q6S545	reviewed	POTEH_HUMAN	POTE ankyrin domain family member H (ANKRD26-like family C member 3) (Prostate, ovary, testis-expressed protein on chromosome 22) (POTE-22)	POTEH A26C3 ACTBL1 POTE22	Homo sapiens (Human)	545
Q9H1K4	Q9H1K4	reviewed	GHC2_HUMAN	Mitochondrial glutamate carrier 2 (GC-2) (Glutamate/H(+) symporter 2) (Solute carrier family 25 member 18)	SLC25A18 GC2	Homo sapiens (Human)	315
Q9BXK5	Q9BXK5	reviewed	B2L13_HUMAN	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	BCL2L13 MIL1 CD003	Homo sapiens (Human)	485
P53007	P53007	reviewed	TXTP_HUMAN	Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)	SLC25A1 SLC20A3	Homo sapiens (Human)	311
D3DX16	D3DX16	unreviewed	D3DX16_HUMAN	Citrate transport protein	SLC25A1 hCG_17246	Homo sapiens (Human)	208
Q6LAP8	Q6LAP8	unreviewed	Q6LAP8_HUMAN	Citrate transport protein		Homo sapiens (Human)	318
D9HTE9	D9HTE9	unreviewed	D9HTE9_HUMAN	Citrate transport protein	SLC25A1	Homo sapiens (Human)	318
P53675	P53675	reviewed	CLH2_HUMAN	Clathrin heavy chain 2 (Clathrin heavy chain on chromosome 22) (CLH-22)	CLTCL1 CLH22 CLTCL CLTD	Homo sapiens (Human)	1640
A0A087WXH4	A0A087WXH4	unreviewed	A0A087WXH4_HUMAN	Clathrin heavy chain like 1	CLTCL1	Homo sapiens (Human)	463
H0YGJ9	H0YGJ9	unreviewed	H0YGJ9_HUMAN	Clathrin heavy chain like 1	CLTCL1	Homo sapiens (Human)	67
A0A087WV74	A0A087WV74	unreviewed	A0A087WV74_HUMAN	Clathrin heavy chain like 1	CLTCL1	Homo sapiens (Human)	369
A0A087WX41	A0A087WX41	unreviewed	A0A087WX41_HUMAN	Clathrin heavy chain like 1	CLTCL1	Homo sapiens (Human)	1260
H0Y529	H0Y529	unreviewed	H0Y529_HUMAN	Clathrin heavy chain like 1	CLTCL1	Homo sapiens (Human)	43
A4FU99	A4FU99	unreviewed	A4FU99_HUMAN	CLTCL1 protein	CLTCL1	Homo sapiens (Human)	218
P54198	P54198	reviewed	HIRA_HUMAN	Protein HIRA (TUP1-like enhancer of split protein 1)	HIRA DGCR1 HIR TUPLE1	Homo sapiens (Human)	1017
A8K194	A8K194	unreviewed	A8K194_HUMAN	Protein HIRA		Homo sapiens (Human)	973
P13224	P13224	reviewed	GP1BB_HUMAN	Platelet glycoprotein Ib beta chain (GP-Ib beta) (GPIb-beta) (GPIbB) (Antigen CD42b-beta) (CD antigen CD42c)	GP1BB	Homo sapiens (Human)	206
Q9BYB4	Q9BYB4	reviewed	GNB1L_HUMAN	Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (DGCRK3) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF)	GNB1L GY2 KIAA1645 WDR14 FKSG1	Homo sapiens (Human)	327
O00192	O00192	reviewed	ARVC_HUMAN	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome)	ARVCF	Homo sapiens (Human)	962
B9EH95	B9EH95	unreviewed	B9EH95_HUMAN	Armadillo repeat gene deletes in velocardiofacial syndrome	ARVCF hCG_17887	Homo sapiens (Human)	962
Q9BZR6	Q9BZR6	reviewed	RTN4R_HUMAN	Reticulon-4 receptor (Nogo receptor) (NgR) (Nogo-66 receptor)	RTN4R NOGOR UNQ330/PRO526	Homo sapiens (Human)	473
Q53GT1	Q53GT1	reviewed	KLH22_HUMAN	Kelch-like protein 22	KLHL22	Homo sapiens (Human)	634
P05546	P05546	reviewed	HEP2_HUMAN	Heparin cofactor 2 (Heparin cofactor II) (HC-II) (Protease inhibitor leuserpin-2) (HLS2) (Serpin D1)	SERPIND1 HCF2	Homo sapiens (Human)	499
Q8N653	Q8N653	reviewed	LZTR1_HUMAN	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	LZTR1 TCFL2	Homo sapiens (Human)	840
Q6ZQY2	Q6ZQY2	reviewed	LR74B_HUMAN	Leucine-rich repeat-containing protein 74B	LRRC74B	Homo sapiens (Human)	392
P78395	P78395	reviewed	PRAME_HUMAN	Melanoma antigen preferentially expressed in tumors (Opa-interacting protein 4) (OIP-4) (Preferentially expressed antigen of melanoma)	PRAME MAPE OIP4	Homo sapiens (Human)	509
Q9UHP6	Q9UHP6	reviewed	RSP14_HUMAN	Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)	RSPH14 RTDR1	Homo sapiens (Human)	348
P24347	P24347	reviewed	MMP11_HUMAN	Stromelysin-3 (SL-3) (ST3) (EC 3.4.24.-) (Matrix metalloproteinase-11) (MMP-11)	MMP11 STMY3	Homo sapiens (Human)	488
B3KQS8	B3KQS8	unreviewed	B3KQS8_HUMAN	Matrix metallopeptidase 11 (Stromelysin 3), isoform CRA_b (cDNA PSEC0140 fis, clone PLACE1005783, highly similar to STROMELYSIN-3)	MMP11 hCG_41094	Homo sapiens (Human)	354
Q12824	Q12824	reviewed	SNF5_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 (BRG1-associated factor 47) (BAF47) (Integrase interactor 1 protein) (SNF5 homolog) (hSNF5)	SMARCB1 BAF47 INI1 SNF5L1	Homo sapiens (Human)	385
Q9Y6J0	Q9Y6J0	reviewed	CABIN_HUMAN	Calcineurin-binding protein cabin-1 (Calcineurin inhibitor) (CAIN)	CABIN1 KIAA0330	Homo sapiens (Human)	2220
A0A087WWW8	A0A087WWW8	unreviewed	A0A087WWW8_HUMAN	Calcineurin binding protein 1	CABIN1	Homo sapiens (Human)	2170
P62318	P62318	reviewed	SMD3_HUMAN	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SNRPD3	Homo sapiens (Human)	126
Q2VPJ9	Q2VPJ9	reviewed	LR75B_HUMAN	Leucine-rich repeat-containing protein 75B (Leucine-rich repeat-containing protein FAM211B)	LRRC75B C22orf36 FAM211B	Homo sapiens (Human)	315
A4QPB2	A4QPB2	reviewed	LRP5L_HUMAN	Low-density lipoprotein receptor-related protein 5-like protein (LRP-5-like)	LRP5L	Homo sapiens (Human)	252
Q9UH36	Q9UH36	reviewed	SRR1L_HUMAN	SRR1-like protein (SRR1 domain-containing protein)	SRRD SRR1L	Homo sapiens (Human)	339
Q96AY4	Q96AY4	reviewed	TTC28_HUMAN	Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)	TTC28 KIAA1043 TPRBK	Homo sapiens (Human)	2481
A0A087WW06	A0A087WW06	unreviewed	A0A087WW06_HUMAN	Tetratricopeptide repeat domain 28	TTC28	Homo sapiens (Human)	2354
Q01844	Q01844	reviewed	EWS_HUMAN	RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein)	EWSR1 EWS	Homo sapiens (Human)	656
P12036	P12036	reviewed	NFH_HUMAN	Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	NEFH KIAA0845 NFH	Homo sapiens (Human)	1020
Q15459	Q15459	reviewed	SF3A1_HUMAN	Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114)	SF3A1 SAP114	Homo sapiens (Human)	793
A8K8P3	A8K8P3	reviewed	SFI1_HUMAN	Protein SFI1 homolog (hSFI1)	SFI1 KIAA0542	Homo sapiens (Human)	1242
Q5R3F8	Q5R3F8	reviewed	PPR29_HUMAN	Protein phosphatase 1 regulatory subunit 29 (Extracellular leucine-rich repeat and fibronectin type III domain-containing protein 2) (Leucine-rich repeat and fibronectin type-III domain-containing protein 6) (Leucine-rich repeat-containing protein 62)	ELFN2 KIAA1904 LRRC62 PPP1R29	Homo sapiens (Human)	820
Q00587	Q00587	reviewed	BORG5_HUMAN	Cdc42 effector protein 1 (Binder of Rho GTPases 5) (Serum protein MSE55)	CDC42EP1 BORG5 CEP1 MSE55	Homo sapiens (Human)	391
Q6NXT1	Q6NXT1	reviewed	ANR54_HUMAN	Ankyrin repeat domain-containing protein 54 (Lyn-interacting ankyrin repeat protein)	ANKRD54 LIAR	Homo sapiens (Human)	300
B5MCX7	B5MCX7	unreviewed	B5MCX7_HUMAN	Ankyrin repeat domain-containing protein 54	ANKRD54	Homo sapiens (Human)	180
C9JU48	C9JU48	unreviewed	C9JU48_HUMAN	Ankyrin repeat domain-containing protein 54	ANKRD54	Homo sapiens (Human)	216
O60733	O60733	reviewed	PLPL9_HUMAN	85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (2-lysophosphatidylcholine acylhydrolase) (EC 3.1.1.5) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)	PLA2G6 PLPLA9	Homo sapiens (Human)	806
A0A590UJC7	A0A590UJC7	unreviewed	A0A590UJC7_HUMAN	phospholipase A2 (EC 3.1.1.4)	PLA2G6	Homo sapiens (Human)	760
H0Y7G5	H0Y7G5	unreviewed	H0Y7G5_HUMAN	Phospholipase A2 group VI	PLA2G6	Homo sapiens (Human)	197
B0QYE9	B0QYE9	unreviewed	B0QYE9_HUMAN	Phospholipase A2 group VI	PLA2G6	Homo sapiens (Human)	166
Q9P0X4	Q9P0X4	reviewed	CAC1I_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1I (Voltage-gated calcium channel subunit alpha Cav3.3) (Ca(v)3.3)	CACNA1I KIAA1120	Homo sapiens (Human)	2223
